Day,Gas Price,Oil Price
04/29/2015,2.55,63.97
04/28/2015,2.55,62.61
04/27/2015,2.5,62.86
04/24/2015,2.59,62.96
04/23/2015,2.59,62.66
04/22/2015,2.63,60.12
04/21/2015,2.59,60.12
04/20/2015,2.57,61.2
04/17/2015,2.67,61.31
04/16/2015,2.61,60.13
04/15/2015,2.62,59.32
04/14/2015,2.58,57.69
04/13/2015,2.58,57.14
4/10/2015,2.58,56.82
4/9/2015,2.72,56.04
4/8/2015,2.71,56.42
4/7/2015,2.71,57.55
4/6/2015,2.63,55.73
4/2/2015,2.63,55.73
4/1/2015,2.62,55.73
03/31/2015,2.65,53.69
03/30/2015,2.64,53.99
03/27/2015,2.89,56.44
03/26/2015,2.77,57.02
03/25/2015,2.77,54.18
03/24/2015,2.79,53.61
03/23/2015,2.72,53.82
03/20/2015,2.86,53.88
03/19/2015,2.86,52.96
03/18/2015,2.8,52.59
03/17/2015,2.82,52.17
03/16/2015,2.68,52
03/13/2015,2.72,54.8
3/12/2015,2.82,56.66
3/11/2015,2.76,56.46
3/10/2015,2.76,55.95
3/9/2015,2.75,58.67
3/6/2015,2.89,59.15
3/5/2015,3.27,60.33
3/4/2015,3.27,59.18
3/3/2015,3,61.18
3/2/2015,2.79,60.75
02/27/2015,2.79,61.89
02/26/2015,3.21,61.39
02/25/2015,3.21,59.77
02/24/2015,3.22,60.33
02/23/2015,3.22,59.78
02/20/2015,3.02,60.99
02/19/2015,2.92,58.78
02/18/2015,2.92,60.72
02/17/2015,2.75,60.78
02/13/2015,2.75,60.33
2/12/2015,2.86,56.23
2/11/2015,2.86,53.48
2/10/2015,2.67,55.79
2/9/2015,2.62,57
2/6/2015,2.66,55.88
2/5/2015,2.66,55.98
2/4/2015,2.73,55.07
2/3/2015,2.67,54.41
2/2/2015,2.88,51.74
01/30/2015,2.88,47.52
01/29/2015,2.88,46.61
01/28/2015,2.89,47.07
01/27/2015,2.96,46.55
01/26/2015,2.92,46.07
01/23/2015,2.96,46.69
01/22/2015,2.95,46.09
01/21/2015,2.94,46.5
01/20/2015,2.94,46.49
01/16/2015,3.11,47.38
01/15/2015,3.32,47.66
01/14/2015,3.15,45.82
01/13/2015,2.92,45.13
1/12/2015,2.9,46.9
1/9/2015,2.96,47.64
1/8/2015,2.92,49.43
1/7/2015,3.08,49.06
1/6/2015,2.98,50.12
1/5/2015,3.22,51.08
1/2/2015,3.01,55.38
12/31/2014,3.14,55.27
12/30/2014,3.14,55.6
12/29/2014,3.07,57.86
12/26/2014,2.74,58.72
12/24/2014,2.99,58.67
12/23/2014,2.99,59.07
12/22/2014,3.05,58.31
12/19/2014,3.71,58.87
12/18/2014,3.71,58.81
12/17/2014,3.72,59.84
12/16/2014,3.58,60.26
12/15/2014,3.72,61.09
12/12/2014,3.91,61.67
12/11/2014,3.68,63.65
12/10/2014,3.65,63.32
12/9/2014,3.63,66.11
12/8/2014,3.42,65.64
12/5/2014,3.42,68
12/4/2014,3.63,68.48
12/3/2014,3.63,70.13
12/2/2014,3.77,71.13
12/1/2014,4.3,70.87
11/28/2014,4.3,71.89
11/26/2014,4.15,77.39
11/25/2014,4.09,77.62
11/24/2014,4.09,79.62
11/21/2014,4.32,79.2
11/20/2014,4.41,77.61
11/19/2014,4.41,77.21
11/18/2014,4.33,77.23
11/17/2014,4.26,76.86
11/14/2014,4.05,77.51
11/13/2014,4.2,77.74
11/12/2014,4.2,80.42
11/11/2014,4.18,80.94
11/10/2014,4.18,82.9
11/7/2014,3.92,83.2
11/6/2014,3.92,82.08
11/5/2014,3.83,82.88
11/4/2014,3.67,82.12
11/3/2014,3.82,84.9
10/31/2014,3.82,84.17
10/30/2014,3.76,85.5
10/29/2014,3.6,86.91
10/28/2014,3.53,85.57
10/27/2014,3.56,85.64
10/24/2014,3.53,86
10/23/2014,3.6,85.94
10/22/2014,3.69,86.38
10/21/2014,3.62,85.17
10/20/2014,3.69,84.42
10/17/2014,3.73,85.27
10/16/2014,3.8,84.02
10/15/2014,3.81,84.02
10/14/2014,3.91,86.36
10/13/2014,3.87,87.82
10/10/2014,3.86,88.66
10/9/2014,3.87,90.47
10/8/2014,3.88,90.25
10/7/2014,3.88,90.9
10/6/2014,3.89,90.65
10/3/2014,3.94,90.8
10/2/2014,4,91.29
10/1/2014,4.14,94.57
09/30/2014,4.14,94.67
09/29/2014,3.89,95.7
09/26/2014,3.89,95.08
09/25/2014,3.89,95.2
09/24/2014,3.84,94.53
09/23/2014,3.9,94.87
09/22/2014,3.88,95.37
09/19/2014,3.99,96.75
09/18/2014,3.99,96.82
09/17/2014,3.97,97.7
09/16/2014,3.85,97.39
09/15/2014,3.92,96.43
9/12/2014,3.82,96.31
9/11/2014,3.94,96.42
9/10/2014,3.98,96.26
9/9/2014,3.93,98.08
9/8/2014,3.86,99.53
9/5/2014,3.86,99.51
9/4/2014,3.91,101.21
9/3/2014,3.94,100.88
9/2/2014,4.01,100.21
08/29/2014,4.04,101.12
08/28/2014,4.06,100.71
08/27/2014,4.02,100.4
08/26/2014,3.99,100.5
08/25/2014,3.94,100.49
08/22/2014,3.88,100.09
08/21/2014,3.88,100.28
08/20/2014,3.88,99.92
08/19/2014,3.84,99.74
08/18/2014,3.78,99.37
08/15/2014,3.8,101.13
08/14/2014,3.85,101.15
08/13/2014,3.9,102.27
8/12/2014,3.94,101.68
8/11/2014,4,103.47
8/8/2014,3.94,103.36
8/7/2014,3.99,104.02
8/6/2014,3.92,104.17
8/5/2014,3.87,102.82
8/4/2014,3.87,103.63
8/1/2014,3.77,103.45
07/31/2014,3.78,104.94
07/30/2014,3.78,106.47
07/29/2014,3.79,106.98
07/28/2014,3.84,106.7
07/25/2014,3.86,106.89
07/24/2014,3.83,105.78
07/23/2014,3.83,106.85
07/22/2014,3.81,106.48
07/21/2014,3.87,105.71
07/18/2014,4.08,106.03
07/17/2014,4.04,106.04
07/16/2014,4.16,105.41
07/15/2014,4.13,104.73
07/14/2014,4.13,104.73
7/11/2014,4.13,105.77
7/10/2014,4.15,106.2
7/9/2014,4.17,106.84
7/8/2014,4.18,107.65
7/7/2014,4.31,108.7
7/3/2014,4.31,108.98
7/2/2014,4.47,110.18
7/1/2014,4.47,110.84
06/30/2014,4.39,111.03
06/27/2014,4.39,112.62
06/26/2014,4.58,112.61
06/25/2014,4.58,112.84
06/24/2014,4.49,113.74
06/23/2014,4.53,113.62
06/20/2014,4.53,114.55
06/19/2014,4.67,115.19
06/18/2014,4.68,114.25
06/17/2014,4.68,114.02
06/16/2014,4.71,113.42
06/13/2014,4.7,113.15
6/12/2014,4.51,112.18
6/11/2014,4.51,109.83
6/10/2014,4.67,109.18
6/9/2014,4.67,110.55
6/6/2014,4.66,109.21
6/5/2014,4.66,108.43
6/4/2014,4.62,109.07
6/3/2014,4.62,108.87
6/2/2014,4.49,109.34
05/30/2014,4.49,109.21
05/29/2014,4.63,109.98
05/28/2014,4.56,109.09
05/27/2014,4.4,109.81
05/23/2014,4.4,110.19
05/22/2014,4.57,110.89
05/21/2014,4.57,111.32
05/20/2014,4.53,110.35
05/19/2014,4.54,110.84
05/16/2014,4.42,110.9
05/15/2014,4.42,109.74
05/14/2014,4.47,109.87
05/13/2014,4.47,108.78
5/12/2014,4.52,108.37
5/9/2014,4.59,108.26
5/8/2014,4.77,108.19
5/7/2014,4.82,108.17
5/6/2014,4.8,108.3
5/5/2014,4.73,109.48
5/2/2014,4.73,109.48
5/1/2014,4.79,108.63
04/30/2014,4.79,108.63
04/29/2014,4.78,109.89
04/28/2014,4.72,109.12
04/25/2014,4.83,109.53
04/24/2014,4.81,109.79
04/23/2014,4.81,108.48
04/22/2014,4.76,108.54
04/21/2014,4.76,109.69
04/17/2014,4.64,109.79
04/16/2014,4.64,109.71
04/15/2014,4.69,109.1
04/14/2014,4.64,107.68
4/11/2014,4.67,107.34
4/10/2014,4.67,107.1
4/9/2014,4.67,107.39
4/8/2014,4.57,105.83
4/7/2014,4.58,104.89
4/4/2014,4.49,106.41
4/3/2014,4.51,104.88
4/2/2014,4.39,103.37
4/1/2014,4.39,105.7
03/31/2014,4.48,105.95
03/28/2014,4.5,106.64
03/27/2014,4.39,106.58
03/26/2014,4.44,105.9
03/25/2014,4.53,107.01
03/24/2014,4.42,106.59
03/21/2014,4.33,107.2
03/20/2014,4.39,105.73
03/19/2014,4.43,105.95
03/18/2014,4.42,106.79
03/17/2014,4.57,106.99
03/14/2014,4.4,108.08
03/13/2014,4.41,107.48
3/12/2014,4.72,107.88
3/11/2014,4.67,108.35
3/10/2014,4.67,108.27
3/7/2014,4.78,109.14
3/6/2014,4.89,107.99
3/5/2014,6.46,108.15
3/4/2014,7.98,109.17
3/3/2014,7.09,111.26
02/28/2014,4.8,108.98
02/27/2014,4.61,108.54
02/26/2014,4.81,109.39
02/25/2014,5.21,109.19
02/24/2014,6.08,109.76
02/21/2014,6.24,109.03
02/20/2014,5.96,109.42
02/19/2014,6,110.37
02/18/2014,5.8,110.14
02/14/2014,5.54,108.63
02/13/2014,5.34,108.98
2/12/2014,5.96,108.62
2/11/2014,7.75,109.21
2/10/2014,8.15,110.18
2/7/2014,5.92,110.12
2/6/2014,6.9,108.15
2/5/2014,8.12,106.81
2/4/2014,5.78,107.04
2/3/2014,5.04,106.55
01/31/2014,5.04,108.16
01/30/2014,5.27,109.36
01/29/2014,5.23,108.83
01/28/2014,5.25,109.1
01/27/2014,5.66,108.72
01/24/2014,5.17,109.14
01/23/2014,5.64,109.69
01/22/2014,4.92,109.69
01/21/2014,4.61,109.17
01/17/2014,4.39,108.45
01/16/2014,4.55,107.46
01/15/2014,4.45,108.09
01/14/2014,4.36,107.12
01/13/2014,4.19,108.02
1/10/2014,3.95,106.44
1/9/2014,4.15,107.49
1/8/2014,4.36,107.42
1/7/2014,4.58,107.01
1/6/2014,4.5,106.71
1/3/2014,4.39,106.57
1/2/2014,4.32,107.94
12/31/2013,4.31,109.95
12/30/2013,4.41,110.47
12/27/2013,4.34,112.06
12/26/2013,4.4,111.65
12/24/2013,4.52,111.57
12/23/2013,4.52,111.58
12/20/2013,4.35,112.15
12/19/2013,4.25,110.78
12/18/2013,4.25,109.56
12/17/2013,4.2,108.91
12/16/2013,4.21,110.3
12/13/2013,4.44,108.08
12/12/2013,4.4,108.99
12/11/2013,4.24,109.47
12/10/2013,4.24,108.91
12/9/2013,4.24,110.07
12/6/2013,4.15,111.5
12/5/2013,3.97,112.07
12/4/2013,3.89,113.27
12/3/2013,3.84,113.06
12/2/2013,3.85,111.49
11/29/2013,3.87,111.07
11/27/2013,3.87,111.32
11/26/2013,3.87,112.04
11/25/2013,3.85,110.83
11/22/2013,3.78,111.36
11/21/2013,3.68,109.9
11/20/2013,3.63,108.27
11/19/2013,3.63,108.29
11/18/2013,3.71,108.8
11/15/2013,3.56,108.25
11/14/2013,3.52,108.29
11/13/2013,3.69,106.9
11/12/2013,3.69,106.29
11/11/2013,3.62,105.76
11/8/2013,3.54,104.29
11/7/2013,3.59,103.08
11/6/2013,3.46,105.46
11/5/2013,3.37,105.01
11/4/2013,3.38,104.85
11/1/2013,3.45,105.78
10/31/2013,3.57,107.53
10/30/2013,3.55,108.41
10/29/2013,3.57,108.04
10/28/2013,3.61,108.29
10/25/2013,3.69,105.7
10/24/2013,3.65,106.63
10/23/2013,3.66,107.74
10/22/2013,3.7,109.57
10/21/2013,3.77,109.47
10/18/2013,3.72,109.4
10/17/2013,3.75,109.55
10/16/2013,3.84,110.79
10/15/2013,3.83,110.67
10/14/2013,3.82,110.13
10/11/2013,3.74,110.65
10/10/2013,3.74,111.63
10/9/2013,3.7,109.02
10/8/2013,3.72,110.56
10/7/2013,3.62,109.66
10/4/2013,3.57,109.42
10/3/2013,3.58,109.49
10/2/2013,3.63,109.09
10/1/2013,3.56,107.32
09/30/2013,3.48,107.85
09/27/2013,3.51,109.45
09/26/2013,3.49,108.86
09/25/2013,3.52,109.46
09/24/2013,3.59,107.68
09/23/2013,3.66,108.56
09/20/2013,3.68,110.22
09/19/2013,3.73,110.66
09/18/2013,3.72,109.09
09/17/2013,3.77,109.05
09/16/2013,3.64,110.86
09/13/2013,3.6,113.31
9/12/2013,3.57,113.11
9/11/2013,3.6,112.37
9/10/2013,3.65,112.1
9/9/2013,3.62,115.2
9/6/2013,3.55,117.15
9/5/2013,3.7,115.81
9/4/2013,3.68,115.65
9/3/2013,3.64,115.49
08/30/2013,3.57,115.97
08/29/2013,3.58,116.91
08/28/2013,3.54,116.27
08/27/2013,3.5,115.21
08/26/2013,3.55,112.23
08/23/2013,3.5,112.12
08/22/2013,3.52,110.51
08/21/2013,3.51,110.82
08/20/2013,3.48,110.74
08/19/2013,3.46,111.41
08/16/2013,3.35,111.82
08/15/2013,3.34,111.58
08/14/2013,3.36,110.26
08/13/2013,3.34,110.69
8/12/2013,3.34,109.28
8/9/2013,3.32,108.49
8/8/2013,3.27,107.32
8/7/2013,3.32,108.39
8/6/2013,3.35,108.77
8/5/2013,3.33,109.81
8/2/2013,3.39,109.63
8/1/2013,3.44,109.94
07/31/2013,3.46,107.89
07/30/2013,3.48,107.47
07/29/2013,3.49,108.1
07/26/2013,3.59,107.57
07/25/2013,3.68,108.1
07/24/2013,3.7,108.23
07/23/2013,3.68,109.27
07/22/2013,3.71,108.82
07/19/2013,3.78,109.34
07/18/2013,3.66,109.71
07/17/2013,3.67,109.67
07/16/2013,3.69,109.29
07/15/2013,3.67,109.05
7/12/2013,3.61,109.03
7/11/2013,3.64,108.18
7/10/2013,3.69,108.43
7/9/2013,3.69,107.9
7/8/2013,3.65,107.75
7/5/2013,3.52,107.46
7/3/2013,3.54,106.12
7/2/2013,3.58,103.96
7/1/2013,3.52,103.19
06/28/2013,3.57,102.49
06/27/2013,3.73,102.74
06/26/2013,3.72,100.62
06/25/2013,3.77,101.51
06/24/2013,3.81,99.8
06/21/2013,3.85,100.36
06/20/2013,3.9,102.72
06/19/2013,3.93,105.56
06/18/2013,3.9,105.21
06/17/2013,3.78,105.8
06/14/2013,3.76,105.1
06/13/2013,3.73,103.38
6/12/2013,3.74,103.11
6/11/2013,3.77,101.5
6/10/2013,3.85,103.87
6/7/2013,3.79,104.07
6/6/2013,3.93,103.37
6/5/2013,3.99,103.51
6/4/2013,4,102.04
6/3/2013,4,101.63
05/31/2013,4.02,100.43
05/30/2013,4.12,101.79
05/29/2013,4.15,102.14
05/28/2013,4.19,103.77
05/24/2013,4.15,101.24
05/23/2013,4.15,100.46
05/22/2013,4.16,102.14
05/21/2013,4.13,103.1
05/20/2013,4.1,104.55
05/17/2013,3.89,103.83
05/16/2013,4.01,104.27
05/15/2013,4.03,101.57
05/14/2013,3.93,102.7
05/13/2013,3.87,102.17
5/10/2013,3.9,101.31
5/9/2013,3.87,103.59
5/8/2013,3.86,103.79
5/7/2013,3.88,105.18
5/6/2013,3.93,105
5/3/2013,3.98,104.6
5/2/2013,4.28,100.32
5/1/2013,4.31,98.34
04/30/2013,4.3,101.53
04/29/2013,4.28,102.88
04/26/2013,4.16,102.39
04/25/2013,4.19,101.62
04/24/2013,4.25,100.71
04/23/2013,4.27,99.25
04/22/2013,4.33,99.07
04/19/2013,4.38,98.94
04/18/2013,4.23,97.48
04/17/2013,4.24,96.84
04/16/2013,4.19,97.88
04/15/2013,4.23,99.32
4/12/2013,4.21,100.58
4/11/2013,4.11,103.62
4/10/2013,4.07,104.8
4/9/2013,4.08,104.08
4/8/2013,4.18,103.16
4/5/2013,3.98,103.98
4/4/2013,3.94,105.09
4/3/2013,4,107.82
4/2/2013,4.07,109.66
4/1/2013,3.97,108.76
03/28/2013,4.03,108.46
03/27/2013,4.08,108.51
03/26/2013,3.99,107.1
03/25/2013,4.08,106.66
03/22/2013,4.01,106.51
03/21/2013,4.01,106.41
03/20/2013,3.97,108.27
03/19/2013,3.96,106.91
03/18/2013,3.98,108.54
03/15/2013,3.89,109.32
03/14/2013,3.74,108.1
03/13/2013,3.72,107.51
3/12/2013,3.71,108.48
3/11/2013,3.64,108.64
3/8/2013,3.57,108.91
3/7/2013,3.54,110.42
3/6/2013,3.57,110.27
3/5/2013,3.63,110.42
3/4/2013,3.53,109.9
3/1/2013,3.54,110.14
02/28/2013,3.48,112.2
02/27/2013,3.49,112.24
02/26/2013,3.46,112.96
02/25/2013,3.42,114.55
02/22/2013,3.27,113.74
02/21/2013,3.29,114.19
02/20/2013,3.34,116.23
02/19/2013,3.23,117.04
02/15/2013,3.19,117.4
02/14/2013,3.3,118.48
02/13/2013,3.29,118.43
2/12/2013,3.3,117.89
2/11/2013,3.2,118.29
2/8/2013,3.26,118.9
2/7/2013,3.39,117.17
2/6/2013,3.41,116.61
2/5/2013,3.34,117.03
2/4/2013,3.27,116.06
2/1/2013,3.34,115.55
01/31/2013,3.33,115.55
01/30/2013,3.24,115.42
01/29/2013,3.14,115.22
01/28/2013,3.25,113.92
01/25/2013,3.42,113.88
01/24/2013,3.56,114.59
01/23/2013,3.53,113.68
01/22/2013,3.63,112.72
01/18/2013,3.54,111.71
01/17/2013,3.44,111.01
01/16/2013,3.43,110.97
01/15/2013,3.4,111.72
01/14/2013,3.39,111.32
1/11/2013,3.18,110.3
1/10/2013,3.08,112.97
1/9/2013,3.14,113.07
1/8/2013,3.21,113.03
1/7/2013,3.3,112.49
1/4/2013,3.2,112.58
1/3/2013,3.19,113.03
1/2/2013,3.3,112.98
12/31/2012,3.43,110.8
12/28/2012,3.4,110.05
12/27/2012,3.31,110.04
12/26/2012,3.35,110.72
12/24/2012,3.3,108.44
12/21/2012,3.42,109.13
12/20/2012,3.35,110.57
12/19/2012,3.25,109.95
12/18/2012,3.29,109.96
12/17/2012,3.2,109.35
12/14/2012,3.15,109.28
12/13/2012,3.27,110.18
12/12/2012,3.33,110.17
12/11/2012,3.39,107.6
12/10/2012,3.35,108.25
12/7/2012,3.33,107.16
12/6/2012,3.48,108.01
12/5/2012,3.41,108.96
12/4/2012,3.38,109.99
12/3/2012,3.44,111.27
11/30/2012,3.46,110.84
11/29/2012,3.61,110.47
11/28/2012,3.71,108.26
11/27/2012,3.77,109.33
11/26/2012,3.75,110.18
11/23/2012,3.59,110.14
11/21/2012,3.59,110.81
11/20/2012,3.62,110.01
11/19/2012,3.63,110.06
11/16/2012,3.46,106.81
11/15/2012,3.63,110.07
11/14/2012,3.66,109.66
11/13/2012,3.57,108.82
11/12/2012,3.4,110.23
11/9/2012,3.33,108.61
11/8/2012,3.45,107.23
11/7/2012,3.47,108.21
11/6/2012,3.41,109.27
11/5/2012,3.34,105.59
11/2/2012,3.4,106.79
11/1/2012,3.5,108.84
10/31/2012,3.5,109.89
10/30/2012,3.42,109.4
10/29/2012,3.4,109.33
10/26/2012,3.38,108.9
10/25/2012,3.39,107.64
10/24/2012,3.43,107.66
10/23/2012,3.34,107.53
10/22/2012,3.49,109.62
10/19/2012,3.43,111.89
10/18/2012,3.28,112.58
10/17/2012,3.24,113.49
10/16/2012,3.27,115
10/15/2012,3.35,115
10/12/2012,3.38,115.17
10/11/2012,3.28,116.18
10/10/2012,3.26,116.11
10/9/2012,3.18,114.32
10/8/2012,3.18,112.6
10/5/2012,3.26,112.17
10/4/2012,3.23,110.48
10/3/2012,3.21,109.32
10/2/2012,3.21,112.49
10/1/2012,3.19,112.58
09/28/2012,3.08,111.36
09/27/2012,3.01,111.45
09/26/2012,2.92,108.99
09/25/2012,2.84,110.77
09/24/2012,2.82,109.2
09/21/2012,2.76,111.27
09/20/2012,2.76,109.41
09/19/2012,2.7,108.49
09/18/2012,2.74,113.29
09/17/2012,2.83,116.7
09/14/2012,2.94,117.48
09/13/2012,3.01,116
9/12/2012,2.96,114.86
9/11/2012,2.82,114.86
9/10/2012,2.66,113.84
9/7/2012,2.73,113.64
9/6/2012,2.85,114.5
9/5/2012,2.87,113.32
9/4/2012,2.81,114.98
08/31/2012,2.72,113.93
08/30/2012,2.72,112.28
08/29/2012,2.64,112.53
08/28/2012,2.71,112.62
08/27/2012,2.8,113.74
08/24/2012,2.81,115.76
08/23/2012,2.81,117.45
08/22/2012,2.8,115.77
08/21/2012,2.8,116.03
08/20/2012,2.75,115.5
08/17/2012,2.7,115.2
08/16/2012,2.78,116.12
08/15/2012,2.82,115.51
08/14/2012,2.79,113.9
08/13/2012,2.77,114.48
8/10/2012,2.84,113.13
8/9/2012,2.89,113.52
8/8/2012,2.97,113.42
8/7/2012,2.99,112.39
8/6/2012,2.9,110.01
8/3/2012,2.91,109.57
8/2/2012,3.16,107.55
8/1/2012,3.2,106.78
07/31/2012,3.2,105.93
07/30/2012,3.14,106.54
07/27/2012,3.1,106.3
07/26/2012,3.13,104.77
07/25/2012,3.19,102.35
07/24/2012,3.16,103.57
07/23/2012,3.05,103.91
07/20/2012,3.03,106.98
07/19/2012,2.99,107.79
07/18/2012,2.84,105.92
07/17/2012,2.83,104.21
07/16/2012,2.92,102.1
07/13/2012,2.88,101.91
7/12/2012,2.83,99.18
7/11/2012,2.72,99.23
7/10/2012,2.87,99.15
7/9/2012,2.79,99.94
7/6/2012,2.94,98.5
7/5/2012,2.9,101.54
7/3/2012,2.78,99.89
7/2/2012,2.73,95.28
06/29/2012,2.74,94.17
06/28/2012,2.81,91.02
06/27/2012,2.87,92.06
06/26/2012,2.7,90.19
06/25/2012,2.7,88.69
06/22/2012,2.5,89.22
06/21/2012,2.48,89.22
06/20/2012,2.6,93.5
06/19/2012,2.59,95.14
06/18/2012,2.45,95.21
06/15/2012,2.44,97.13
06/14/2012,2.2,96.46
06/13/2012,2.18,97.29
6/12/2012,2.17,96.59
6/11/2012,2.22,98.6
6/8/2012,2.22,97.57
6/7/2012,2.33,100.05
6/6/2012,2.41,101.14
6/5/2012,2.39,98.65
6/4/2012,2.32,97.74
6/1/2012,2.24,98.63
05/31/2012,2.34,103.86
05/30/2012,2.39,103.85
05/29/2012,2.5,107.55
05/25/2012,2.56,107.86
05/24/2012,2.66,107.2
05/23/2012,2.6,106.88
05/22/2012,2.55,109.76
05/21/2012,2.6,109.02
05/18/2012,2.56,108.03
05/17/2012,2.6,109.31
05/16/2012,2.5,109.8
05/15/2012,2.38,111.4
05/14/2012,2.41,110.79
5/11/2012,2.37,112.5
5/10/2012,2.36,112.24
5/9/2012,2.36,111.89
5/8/2012,2.27,110.48
5/4/2012,2.3,111.66
5/3/2012,2.29,115.91
5/2/2012,2.31,117.57
5/1/2012,2.29,119.57
04/30/2012,2.1,118.66
04/27/2012,2.05,119.3
04/26/2012,2.1,119.33
04/25/2012,1.99,117.45
04/24/2012,1.97,117.74
04/23/2012,1.89,116.66
04/20/2012,1.82,118.08
04/19/2012,1.85,117
04/18/2012,1.87,115.18
04/17/2012,1.89,117.41
04/16/2012,1.88,118.23
04/13/2012,1.87,120.62
4/12/2012,1.87,120.57
4/11/2012,1.91,120.41
4/10/2012,1.99,121.89
4/5/2012,1.98,123.58
4/4/2012,2.06,123.04
4/2/2012,1.88,124.44
03/30/2012,2,123.41
03/29/2012,2.02,123.23
03/28/2012,2.05,124.41
03/27/2012,2.09,125.25
03/26/2012,2.16,125.85
03/23/2012,2.07,125.21
03/22/2012,2.19,122.49
03/21/2012,2.21,123.89
03/20/2012,2.19,124.38
03/19/2012,2.14,125.76
03/16/2012,2.01,125.09
03/15/2012,2.07,123.63
03/14/2012,2.13,126.98
03/13/2012,2.15,128.14
3/12/2012,2.17,127.27
3/9/2012,2.21,128.08
3/8/2012,2.24,127.96
3/7/2012,2.24,125.37
3/6/2012,2.3,125.03
3/5/2012,2.31,126.68
3/2/2012,2.38,125.93
3/1/2012,2.45,125.76
02/29/2012,2.44,122.23
02/28/2012,2.44,124.02
02/27/2012,2.55,126.46
02/24/2012,2.6,124.89
02/23/2012,2.68,124.53
02/22/2012,2.6,123.07
02/21/2012,2.63,120.85
02/17/2012,2.67,120.69
02/16/2012,2.47,121
02/15/2012,2.54,120.25
02/14/2012,2.48,118.3
02/13/2012,2.42,118.73
2/10/2012,2.51,118.13
2/9/2012,2.5,118.4
2/8/2012,2.48,117.18
2/7/2012,2.6,116.86
2/6/2012,2.46,115.47
2/3/2012,2.4,112.56
2/2/2012,2.3,110.96
2/1/2012,2.32,111.96
01/31/2012,2.51,110.26
01/30/2012,2.71,110.24
01/27/2012,2.59,110.5
01/26/2012,2.68,109.08
01/25/2012,2.61,108.48
01/24/2012,2.6,108.38
01/23/2012,2.39,109.46
01/20/2012,2.23,108.5
01/19/2012,2.36,109.54
01/18/2012,2.49,109.81
01/17/2012,2.51,110.55
01/13/2012,2.67,109.88
1/12/2012,2.7,112.97
1/11/2012,2.81,111.66
1/10/2012,2.97,113.3
1/9/2012,2.89,111.07
1/6/2012,2.85,111.96
1/5/2012,2.91,113.59
1/4/2012,2.96,113.37
1/3/2012,2.97,111.12
12/30/2011,2.98,108.09
12/29/2011,3.03,106.89
12/28/2011,3.07,107.54
12/23/2011,2.97,109.28
12/22/2011,3.08,108.98
12/21/2011,3.05,108
12/20/2011,3.06,107.8
12/19/2011,3.03,104.55
12/16/2011,3.01,104
12/15/2011,3.05,104.52
12/14/2011,3.08,105.72
12/13/2011,3.12,109.25
12/12/2011,3.13,107.82
12/9/2011,3.29,107.91
12/8/2011,3.42,108.23
12/7/2011,3.45,110.07
12/6/2011,3.43,110.16
12/5/2011,3.38,110.18
12/2/2011,3.35,109.59
12/1/2011,3.49,108.83
11/30/2011,3.53,111.22
11/29/2011,3.39,111.25
11/28/2011,3.09,109.38
11/25/2011,2.84,106.08
11/23/2011,2.84,106.83
11/22/2011,3.06,107.77
11/21/2011,2.94,105.98
11/18/2011,3.01,107.82
11/17/2011,3.11,109.25
11/16/2011,3.11,111.91
11/15/2011,3.12,111.9
11/14/2011,3.17,112.57
11/11/2011,3.29,114.43
11/10/2011,3.48,113.32
11/9/2011,3.55,115.29
11/8/2011,3.42,115.61
11/7/2011,3.35,114.75
11/4/2011,3.44,112.22
11/3/2011,3.39,110.76
11/2/2011,3.39,110.82
11/1/2011,3.49,106.97
10/31/2011,3.66,108.43
10/28/2011,3.63,110.01
10/27/2011,3.59,112.45
10/26/2011,3.65,110.43
10/25/2011,3.62,112.11
10/24/2011,3.61,111.67
10/21/2011,3.54,111.6
10/20/2011,3.61,109
10/19/2011,3.59,111.76
10/18/2011,3.63,112.08
10/17/2011,3.72,112.92
10/14/2011,3.49,114.33
10/13/2011,3.42,112.45
10/12/2011,3.54,112.44
10/11/2011,3.52,109.22
10/10/2011,3.41,109.49
10/7/2011,3.4,106.56
10/6/2011,3.49,104.38
10/5/2011,3.63,103.77
10/4/2011,3.56,101.84
10/3/2011,3.57,103.61
09/30/2011,3.68,105.42
09/29/2011,3.77,107.08
09/28/2011,3.88,108.52
09/27/2011,3.92,109.54
09/26/2011,3.8,107.9
09/23/2011,3.74,109.17
09/22/2011,3.72,109.21
09/21/2011,3.78,114.26
09/20/2011,3.84,114.39
09/19/2011,3.78,112.89
09/16/2011,3.84,116.26
09/15/2011,4.04,116.71
09/14/2011,4.01,113.1
09/13/2011,3.96,114.08
9/12/2011,3.92,114.75
9/9/2011,3.96,115.1
9/8/2011,3.99,117.99
9/7/2011,3.96,117.5
9/6/2011,3.93,113.29
9/2/2011,4.12,115.92
9/1/2011,4.18,116.43
08/31/2011,3.97,116.48
08/30/2011,3.85,115.59
08/26/2011,3.96,112.29
08/25/2011,4.01,111.91
08/24/2011,4.1,111.91
08/23/2011,4.01,110.35
08/22/2011,3.97,108.83
08/19/2011,3.99,109.37
08/18/2011,3.98,108.36
08/17/2011,3.98,111.37
08/16/2011,4.03,109.69
08/15/2011,4.05,108.89
8/12/2011,4.17,108.17
8/11/2011,4.06,107.82
8/10/2011,4.09,103.84
8/9/2011,4.06,103.63
8/8/2011,4,103.06
8/5/2011,4,106.92
